SUBTYPE	CODE	DISPLAY	COMMENT
self_harm	T63.612A	Toxic eff of cntct with Portuguese Man-o-war, slf-hrm, init	
self_harm	T63.612D	Toxic eff of cntct with Portuguese Man-o-war, slf-hrm, subs	
self_harm	T63.612S	Toxic eff of cntct with Portuguese Man-o-war, slf-hrm, sqla	
self_harm	T63.622	Toxic effect of contact w oth jellyfish, self-harm	
self_harm	T63.622A	Toxic effect of contact w oth jellyfish, self-harm, init	
self_harm	T63.622D	Toxic effect of contact w oth jellyfish, self-harm, subs	
self_harm	T63.622S	Toxic effect of contact w oth jellyfish, self-harm, sequela	
self_harm	T63.632	Toxic effect of contact w sea anemone, intentional self-harm	
self_harm	T63.632A	Toxic effect of contact w sea anemone, self-harm, init	
self_harm	T63.632D	Toxic effect of contact w sea anemone, self-harm, subs	
self_harm	T63.632S	Toxic effect of contact w sea anemone, self-harm, sequela	
self_harm	T63.692	Toxic effect of contact w oth venom marine animals, slf-hrm	
self_harm	T63.692A	Toxic eff of cntct w oth venom marine animals, slf-hrm, init	
self_harm	T63.692D	Toxic eff of cntct w oth venom marine animals, slf-hrm, subs	
self_harm	T63.692S	Toxic eff of cntct w oth venom marine animals, slf-hrm, sqla	
self_harm	T63.712	Toxic effect of contact w venomous marine plant, self-harm	
self_harm	T63.712A	Toxic effect of contact w venom marine plant, slf-hrm, init	
self_harm	T63.712D	Toxic effect of contact w venom marine plant, slf-hrm, subs	
self_harm	T63.712S	Toxic effect of cntct w venom marine plant, slf-hrm, sequela	
self_harm	T63.792	Toxic effect of contact w oth venomous plant, self-harm	
self_harm	T63.792A	Toxic effect of contact w oth venomous plant, slf-hrm, init	
self_harm	T63.792D	Toxic effect of contact w oth venomous plant, slf-hrm, subs	
self_harm	T63.792S	Toxic effect of contact w oth venom plant, slf-hrm, sequela	
self_harm	T63.812	Toxic effect of contact w venomous frog, self-harm	
self_harm	T63.812A	Toxic effect of contact w venomous frog, self-harm, init	
self_harm	T63.812D	Toxic effect of contact w venomous frog, self-harm, subs	
self_harm	T63.812S	Toxic effect of contact w venomous frog, self-harm, sequela	
self_harm	T63.822	Toxic effect of contact w venomous toad, self-harm	
self_harm	T63.822A	Toxic effect of contact w venomous toad, self-harm, init	
self_harm	T63.822D	Toxic effect of contact w venomous toad, self-harm, subs	
self_harm	T63.822S	Toxic effect of contact w venomous toad, self-harm, sequela	
self_harm	T63.832	Toxic effect of contact w oth venomous amphibian, self-harm	
self_harm	T63.832A	Toxic effect of contact w oth venomous amphib, slf-hrm, init	
self_harm	T63.832D	Toxic effect of contact w oth venomous amphib, slf-hrm, subs	
self_harm	T63.832S	Toxic effect of contact w oth venom amphib, slf-hrm, sequela	
self_harm	T63.892	Toxic effect of contact w oth venomous animals, self-harm	
self_harm	T63.892A	Toxic effect of contact w oth venom animals, slf-hrm, init	
self_harm	T63.892D	Toxic effect of contact w oth venom animals, slf-hrm, subs	
self_harm	T63.892S	Toxic effect of cntct w oth venom animals, slf-hrm, sequela	
self_harm	T63.92XA	Toxic effect of contact w unsp venom animal, slf-hrm, init	
self_harm	T63.92XD	Toxic effect of contact w unsp venom animal, slf-hrm, subs	
self_harm	T63.92XS	Toxic effect of cntct w unsp venom animal, slf-hrm, sequela	
self_harm	T64.02XA	Toxic effect of aflatoxin, intentional self-harm, init	
self_harm	T64.02XD	Toxic effect of aflatoxin, intentional self-harm, subs	
self_harm	T64.02XS	Toxic effect of aflatoxin, intentional self-harm, sequela	
self_harm	T64.82XA	Toxic effect of mycotoxin food contaminants, self-harm, init	
self_harm	T64.82XD	Toxic effect of mycotoxin food contaminants, self-harm, subs	
self_harm	T64.82XS	Toxic effect of mycotoxin food contamnt, self-harm, sequela	
self_harm	T65.0X2	Toxic effect of cyanides, intentional self-harm	
self_harm	T65.0X2A	Toxic effect of cyanides, intentional self-harm, init encntr	
self_harm	T65.0X2D	Toxic effect of cyanides, intentional self-harm, subs encntr	
self_harm	T65.0X2S	Toxic effect of cyanides, intentional self-harm, sequela	
self_harm	T65.1X2	Toxic effect of strychnine and its salts, self-harm	
self_harm	T65.1X2A	Toxic effect of strychnine and its salts, self-harm, init	
self_harm	T65.1X2D	Toxic effect of strychnine and its salts, self-harm, subs	
self_harm	T65.1X2S	Toxic effect of strychnine and its salts, self-harm, sequela	
self_harm	T65.212	Toxic effect of chewing tobacco, intentional self-harm	
self_harm	T65.212A	Toxic effect of chewing tobacco, intentional self-harm, init	
self_harm	T65.212D	Toxic effect of chewing tobacco, intentional self-harm, subs	
self_harm	T65.212S	Toxic effect of chewing tobacco, self-harm, sequela	
self_harm	T65.222	Toxic effect of tobacco cigarettes, intentional self-harm	
self_harm	T65.222A	Toxic effect of tobacco cigarettes, self-harm, init	
self_harm	T65.222D	Toxic effect of tobacco cigarettes, self-harm, subs	
self_harm	T65.222S	Toxic effect of tobacco cigarettes, self-harm, sequela	
self_harm	T65.292	Toxic effect of tobacco and nicotine, intentional self-harm	
self_harm	T65.292A	Toxic effect of tobacco and nicotine, self-harm, init	
self_harm	T65.292D	Toxic effect of tobacco and nicotine, self-harm, subs	
self_harm	T65.292S	Toxic effect of tobacco and nicotine, self-harm, sequela	
self_harm	T65.3X2	Toxic effect of nitrodrv/aminodrv of benzn/homolog, slf-hrm	
self_harm	T65.3X2A	Tox eff of nitrodrv/aminodrv of benzn/homolog, slf-hrm, init	
self_harm	T65.3X2D	Tox eff of nitrodrv/aminodrv of benzn/homolog, slf-hrm, subs	
self_harm	T65.3X2S	Tox eff of nitrodrv/aminodrv of benzn/homolog, slf-hrm, sqla	
self_harm	T65.4X2	Toxic effect of carbon disulfide, intentional self-harm	
self_harm	T65.4X2A	Toxic effect of carbon disulfide, self-harm, init	
self_harm	T65.4X2D	Toxic effect of carbon disulfide, self-harm, subs	
self_harm	T65.4X2S	Toxic effect of carbon disulfide, self-harm, sequela	
self_harm	T65.5X2	Toxic eff of nitro and oth nitric acids and esters, slf-hrm	
self_harm	T65.5X2A	Tox eff of nitro & oth nitric acids & esters, slf-hrm, init	
self_harm	T65.5X2D	Tox eff of nitro & oth nitric acids & esters, slf-hrm, subs	
self_harm	T65.5X2S	Tox eff of nitro & oth nitric acids & esters, slf-hrm, sqla	
self_harm	T65.6X2	Toxic effect of paints and dyes, NEC, intentional self-harm	
self_harm	T65.6X2A	Toxic effect of paints and dyes, NEC, self-harm, init	
self_harm	T65.6X2D	Toxic effect of paints and dyes, NEC, self-harm, subs	
self_harm	T65.6X2S	Toxic effect of paints and dyes, NEC, self-harm, sequela	
self_harm	T65.812	Toxic effect of latex, intentional self-harm	
self_harm	T65.812A	Toxic effect of latex, intentional self-harm, init encntr	
self_harm	T65.812D	Toxic effect of latex, intentional self-harm, subs encntr	
self_harm	T65.812S	Toxic effect of latex, intentional self-harm, sequela	
self_harm	T65.822	Toxic effect of harmful algae and algae toxins, self-harm	
self_harm	T65.822A	Toxic eff of harmful algae and algae toxins, slf-hrm, init	
self_harm	T65.822D	Toxic eff of harmful algae and algae toxins, slf-hrm, subs	
self_harm	T65.822S	Toxic eff of harmful algae and algae toxins, slf-hrm, sqla	
self_harm	T65.832	Toxic effect of fiberglass, intentional self-harm	
self_harm	T65.832A	Toxic effect of fiberglass, intentional self-harm, init	
self_harm	T65.832D	Toxic effect of fiberglass, intentional self-harm, subs	
self_harm	T65.832S	Toxic effect of fiberglass, intentional self-harm, sequela	
self_harm	T65.892	Toxic effect of oth substances, intentional self-harm	
self_harm	T65.892A	Toxic effect of oth substances, intentional self-harm, init	
self_harm	T65.892D	Toxic effect of oth substances, intentional self-harm, subs	
self_harm	T65.892S	Toxic effect of substances, intentional self-harm, sequela	
self_harm	T65.92XA	Toxic effect of unsp substance, intentional self-harm, init	
self_harm	T65.92XD	Toxic effect of unsp substance, intentional self-harm, subs	
self_harm	T65.92XS	Toxic effect of unsp substance, self-harm, sequela	
self_harm	T71.112	Asphyxiation due to smothering under pillow, self-harm	
self_harm	T71.112A	Asphyxiation due to smothering under pillow, self-harm, init	
self_harm	T71.112D	Asphyxiation due to smothering under pillow, self-harm, subs	
self_harm	T71.112S	Asphyx due to smothering under pillow, self-harm, sequela	
self_harm	T71.122	Asphyxiation due to plastic bag, intentional self-harm	
self_harm	T71.122A	Asphyxiation due to plastic bag, intentional self-harm, init	
self_harm	T71.122D	Asphyxiation due to plastic bag, intentional self-harm, subs	
self_harm	T71.122S	Asphyxiation due to plastic bag, self-harm, sequela	
self_harm	T71.132	Asphyxiation due to being trapped in bed linens, self-harm	
self_harm	T71.132A	Asphyx due to being trapped in bed linens, self-harm, init	
self_harm	T71.132D	Asphyx due to being trapped in bed linens, self-harm, subs	
self_harm	T71.132S	Asphyx due to being trapped in bed linens, slf-hrm, sequela	
self_harm	T71.152	Asphyxiation due to smothering in furniture, self-harm	
self_harm	T71.152A	Asphyxiation due to smothering in furniture, self-harm, init	
self_harm	T71.152D	Asphyxiation due to smothering in furniture, self-harm, subs	
self_harm	T71.152S	Asphyx due to smothering in furniture, self-harm, sequela	
self_harm	T71.162	Asphyxiation due to hanging, intentional self-harm	
self_harm	T71.162A	Asphyxiation due to hanging, intentional self-harm, init	
self_harm	T71.162D	Asphyxiation due to hanging, intentional self-harm, subs	
self_harm	T71.162S	Asphyxiation due to hanging, intentional self-harm, sequela	
self_harm	T71.192	Asphyx d/t mech threat to breathe due to oth cause, slf-hrm	
self_harm	T71.192A	Asphyx d/t mech thrt to breathe d/t oth cause, slf-hrm, init	
self_harm	T71.192D	Asphyx d/t mech thrt to breathe d/t oth cause, slf-hrm, subs	
self_harm	T71.192S	Asphyx d/t mech thrt to breathe d/t oth cause, slf-hrm, sqla	
self_harm	T71.222	Asphyxiation due to being trapped in a car trunk, self-harm	
self_harm	T71.222A	Asphyx due to being trapped in a car trunk, self-harm, init	
self_harm	T71.222D	Asphyx due to being trapped in a car trunk, self-harm, subs	
self_harm	T71.222S	Asphyx due to being trapped in a car trunk, slf-hrm, sequela	
self_harm	T71.232	Asphyx due to being trapped in a (discarded) refrig, slf-hrm	
self_harm	T71.232A	Asphyx d/t being trap in a (discarded) refrig, slf-hrm, init	
self_harm	T71.232D	Asphyx d/t being trap in a (discarded) refrig, slf-hrm, subs	
self_harm	T71.232S	Asphyx d/t being trap in a (discarded) refrig, slf-hrm, sqla	
self_harm	X71	Intentional self-harm by drowning and submersion	
self_harm	X71-X83	Suicide (attempted)	
self_harm	X71.0	Intentional self-harm by drown while in bathtub	
self_harm	X71.0XXA	Intentional self-harm by drown while in bathtub, init	
self_harm	X71.0XXD	Intentional self-harm by drown while in bathtub, subs	
self_harm	X71.0XXS	Intentional self-harm by drown while in bathtub, sequela	
self_harm	X71.1	Intentional self-harm by drown while in swimming pool	
self_harm	X71.1XXA	Intentional self-harm by drown while in swimming pool, init	
self_harm	X71.1XXD	Intentional self-harm by drown while in swimming pool, subs	
self_harm	X71.1XXS	Self-harm by drown while in swimming pool, sequela	
self_harm	X71.2	Intentional self-harm by drown after jump into swimming pool	
self_harm	X71.2XXA	Self-harm by drown after jump into swimming pool, init	
self_harm	X71.2XXD	Self-harm by drown after jump into swimming pool, subs	
self_harm	X71.2XXS	Self-harm by drown after jump into swimming pool, sequela	
self_harm	X71.3	Intentional self-harm by drown in natural water	
self_harm	X71.3XXA	Intentional self-harm by drown in natural water, init	
self_harm	X71.3XXD	Intentional self-harm by drown in natural water, subs	
self_harm	X71.3XXS	Intentional self-harm by drown in natural water, sequela	
self_harm	X71.8	Other intentional self-harm by drowning and submersion	
self_harm	X71.8XXA	Oth intentional self-harm by drowning and submersion, init	
self_harm	X71.8XXD	Oth intentional self-harm by drowning and submersion, subs	
self_harm	X71.8XXS	Oth intentional self-harm by drown, sequela	
self_harm	X71.9	Intentional self-harm by drowning and submersion, unsp	
self_harm	X71.9XXA	Intentional self-harm by drowning and submersion, unsp, init	
self_harm	X71.9XXD	Intentional self-harm by drowning and submersion, unsp, subs	
self_harm	X71.9XXS	Intentional self-harm by drown, unsp, sequela	
self_harm	X72	Intentional self-harm by pistol	
self_harm	X72.XXXA	Intentional self-harm by handgun discharge, init encntr	
self_harm	X72.XXXD	Intentional self-harm by handgun discharge, subs encntr	
self_harm	X72.XXXS	Intentional self-harm by handgun discharge, sequela	
self_harm	X73	Self-harm by rifle, shotgun and larger firearm discharge	
self_harm	X73.0	Intentional self-harm by shotgun discharge	
self_harm	X73.0XXA	Intentional self-harm by shotgun discharge, init encntr	
self_harm	X73.0XXD	Intentional self-harm by shotgun discharge, subs encntr	
self_harm	X73.0XXS	Intentional self-harm by shotgun discharge, sequela	
self_harm	X73.1	Intentional self-harm by hunting rifle discharge	
self_harm	X73.1XXA	Intentional self-harm by hunting rifle discharge, init	
self_harm	X73.1XXD	Intentional self-harm by hunting rifle discharge, subs	
self_harm	X73.1XXS	Intentional self-harm by hunting rifle discharge, sequela	
self_harm	X73.2	Intentional self-harm by machine gun discharge	
self_harm	X73.2XXA	Intentional self-harm by machine gun discharge, init encntr	
self_harm	X73.2XXD	Intentional self-harm by machine gun discharge, subs encntr	
self_harm	X73.2XXS	Intentional self-harm by machine gun discharge, sequela	
self_harm	X73.8	Intentional self-harm by other larger firearm discharge	
self_harm	X73.8XXA	Intentional self-harm by oth larger firearm discharge, init	
self_harm	X73.8XXD	Intentional self-harm by oth larger firearm discharge, subs	
self_harm	X73.8XXS	Self-harm by oth larger firearm discharge, sequela	
self_harm	X73.9	Intentional self-harm by unsp larger firearm discharge	
self_harm	X73.9XXA	Intentional self-harm by unsp larger firearm discharge, init	
self_harm	X73.9XXD	Intentional self-harm by unsp larger firearm discharge, subs	
self_harm	X73.9XXS	Self-harm by unsp larger firearm discharge, sequela	
self_harm	X74	Self-harm by oth and unsp firearm and gun discharge	
self_harm	X74.0	Intentional self-harm by gas, air or spring-operated guns	
self_harm	X74.01	Intentional self-harm by airgun	
self_harm	X74.01XA	Intentional self-harm by airgun, initial encounter	
self_harm	X74.01XD	Intentional self-harm by airgun, subsequent encounter	
self_harm	X74.01XS	Intentional self-harm by airgun, sequela	
self_harm	X74.02	Intentional self-harm by paintball gun	
self_harm	X74.02XA	Intentional self-harm by paintball gun, initial encounter	
self_harm	X74.02XD	Intentional self-harm by paintball gun, subsequent encounter	
self_harm	X74.02XS	Intentional self-harm by paintball gun, sequela	
self_harm	X74.09	Intentional self-harm by oth gas, air or spring-operated gun	
self_harm	X74.09XA	Self-harm by oth gas, air or spring-operated gun, init	
self_harm	X74.09XD	Self-harm by oth gas, air or spring-operated gun, subs	
self_harm	X74.09XS	Self-harm by oth gas, air or spring-operated gun, sequela	
self_harm	X74.8	Intentional self-harm by other firearm discharge	
self_harm	X74.8XXA	Intentional self-harm by oth firearm discharge, init encntr	
self_harm	X74.8XXD	Intentional self-harm by oth firearm discharge, subs encntr	
self_harm	X74.8XXS	Intentional self-harm by other firearm discharge, sequela	
self_harm	X74.9	Intentional self-harm by unspecified firearm discharge	
self_harm	X74.9XXA	Intentional self-harm by unsp firearm discharge, init encntr	
self_harm	X74.9XXD	Intentional self-harm by unsp firearm discharge, subs encntr	
self_harm	X74.9XXS	Intentional self-harm by unsp firearm discharge, sequela	
self_harm	X75	Intentional self-harm by explosive material	
self_harm	X75.XXXA	Intentional self-harm by explosive material, init encntr	
self_harm	X75.XXXD	Intentional self-harm by explosive material, subs encntr	
self_harm	X75.XXXS	Intentional self-harm by explosive material, sequela	
self_harm	X76	Intentional self-harm by smoke, fire and flames	
self_harm	X76.XXXA	Intentional self-harm by smoke, fire and flames, init encntr	
self_harm	X76.XXXD	Intentional self-harm by smoke, fire and flames, subs encntr	
self_harm	X76.XXXS	Intentional self-harm by smoke, fire and flames, sequela	
self_harm	X77	Intentional self-harm by steam, hot vapors and hot objects	
self_harm	X77.0	Intentional self-harm by steam or hot vapors	
self_harm	X77.0XXA	Intentional self-harm by steam or hot vapors, init encntr	
self_harm	X77.0XXD	Intentional self-harm by steam or hot vapors, subs encntr	
self_harm	X77.0XXS	Intentional self-harm by steam or hot vapors, sequela	
self_harm	X77.1	Intentional self-harm by hot tap water	
self_harm	X77.1XXA	Intentional self-harm by hot tap water, initial encounter	
self_harm	X77.1XXD	Intentional self-harm by hot tap water, subsequent encounter	
self_harm	X77.1XXS	Intentional self-harm by hot tap water, sequela	
self_harm	X77.2	Intentional self-harm by other hot fluids	
self_harm	X77.2XXA	Intentional self-harm by other hot fluids, initial encounter	
self_harm	X77.2XXD	Intentional self-harm by other hot fluids, subs encntr	
self_harm	X77.2XXS	Intentional self-harm by other hot fluids, sequela	
self_harm	X77.3	Intentional self-harm by hot household appliances	
self_harm	X77.3XXA	Intentional self-harm by hot household appliances, init	
self_harm	X77.3XXD	Intentional self-harm by hot household appliances, subs	
self_harm	X77.3XXS	Intentional self-harm by hot household appliances, sequela	
self_harm	X77.8	Intentional self-harm by other hot objects	
self_harm	X77.8XXA	Intentional self-harm by other hot objects, init encntr	
self_harm	X77.8XXD	Intentional self-harm by other hot objects, subs encntr	
self_harm	X77.8XXS	Intentional self-harm by other hot objects, sequela	
self_harm	X77.9	Intentional self-harm by unspecified hot objects	
self_harm	X77.9XXA	Intentional self-harm by unsp hot objects, init encntr	
self_harm	X77.9XXD	Intentional self-harm by unsp hot objects, subs encntr	
self_harm	X77.9XXS	Intentional self-harm by unspecified hot objects, sequela	
self_harm	X78	Intentional self-harm by sharp object	
self_harm	X78.0	Intentional self-harm by sharp glass	
self_harm	X78.0XXA	Intentional self-harm by sharp glass, initial encounter	
self_harm	X78.0XXD	Intentional self-harm by sharp glass, subsequent encounter	
self_harm	X78.0XXS	Intentional self-harm by sharp glass, sequela	
self_harm	X78.1	Intentional self-harm by knife	
self_harm	X78.1XXA	Intentional self-harm by knife, initial encounter	
self_harm	X78.1XXD	Intentional self-harm by knife, subsequent encounter	
self_harm	X78.1XXS	Intentional self-harm by knife, sequela	
self_harm	X78.2	Intentional self-harm by sword or dagger	
self_harm	X78.2XXA	Intentional self-harm by sword or dagger, initial encounter	
self_harm	X78.2XXD	Intentional self-harm by sword or dagger, subs encntr	
self_harm	X78.2XXS	Intentional self-harm by sword or dagger, sequela	
self_harm	X78.8	Intentional self-harm by other sharp object	
self_harm	X78.8XXA	Intentional self-harm by other sharp object, init encntr	
self_harm	X78.8XXD	Intentional self-harm by other sharp object, subs encntr	
self_harm	X78.8XXS	Intentional self-harm by other sharp object, sequela	
self_harm	X78.9	Intentional self-harm by unspecified sharp object	
self_harm	X78.9XXA	Intentional self-harm by unsp sharp object, init encntr	
self_harm	X78.9XXD	Intentional self-harm by unsp sharp object, subs encntr	
self_harm	X78.9XXS	Intentional self-harm by unspecified sharp object, sequela	
self_harm	X79	Intentional self-harm by blunt object	
self_harm	X79.XXXA	Intentional self-harm by blunt object, initial encounter	
self_harm	X79.XXXD	Intentional self-harm by blunt object, subsequent encounter	
self_harm	X79.XXXS	Intentional self-harm by blunt object, sequela	
self_harm	X80	Intentional fall from one level to another	
self_harm	X80.XXXA	Intentional self-harm by jumping from a high place, init	
self_harm	X80.XXXD	Intentional self-harm by jumping from a high place, subs	
self_harm	X80.XXXS	Intentional self-harm by jumping from a high place, sequela	
self_harm	X81	Self-harm by jumping or lying in front of moving object	
self_harm	X81.0	Self-harm by jumping or lying in front of motor vehicle	
self_harm	X81.0XXA	Self-harm by jumping or lying in front of mtr veh, init	
self_harm	X81.0XXD	Self-harm by jumping or lying in front of mtr veh, subs	
self_harm	X81.0XXS	Self-harm by jumping or lying in front of mtr veh, sequela	
self_harm	X81.1	Self-harm by jumping or lying in front of (subway) train	
self_harm	X81.1XXA	Slf-hrm by jumping or lying in front of (subway) train, init	
self_harm	X81.1XXD	Slf-hrm by jumping or lying in front of (subway) train, subs	
self_harm	X81.1XXS	Slf-hrm by jumping or lying in front of train, sequela	
self_harm	X81.8	Self-harm by jumping or lying in front of moving object	
self_harm	X81.8XXA	Slf-hrm by jumping or lying in front of moving object, init	
self_harm	X81.8XXD	Slf-hrm by jumping or lying in front of moving object, subs	
self_harm	X81.8XXS	Slf-hrm by jump or lying in front of moving object, sequela	
self_harm	X82	Intentional self-harm by crashing of motor vehicle	
self_harm	X82.0	Intentional collision of motor vehicle w oth motor vehicle	
self_harm	X82.0XXA	Intentional collision of motor vehicle w mtr veh, init	
self_harm	X82.0XXD	Intentional collision of motor vehicle w mtr veh, subs	
self_harm	X82.0XXS	Intentional collision of motor vehicle w mtr veh, sequela	
self_harm	X82.1	Intentional collision of motor vehicle with train	
self_harm	X82.1XXA	Intentional collision of motor vehicle w train, init encntr	
self_harm	X82.1XXD	Intentional collision of motor vehicle w train, subs encntr	
self_harm	X82.1XXS	Intentional collision of motor vehicle with train, sequela	
self_harm	X82.2	Intentional collision of motor vehicle with tree	
self_harm	X82.2XXA	Intentional collision of motor vehicle w tree, init encntr	
self_harm	X82.2XXD	Intentional collision of motor vehicle w tree, subs encntr	
self_harm	X82.2XXS	Intentional collision of motor vehicle with tree, sequela	
self_harm	X82.8	Other intentional self-harm by crashing of motor vehicle	
self_harm	X82.8XXA	Oth intentional self-harm by crashing of motor vehicle, init	
self_harm	X82.8XXD	Oth intentional self-harm by crashing of motor vehicle, subs	
self_harm	X82.8XXS	Oth self-harm by crashing of motor vehicle, sequela	
self_harm	X83	Intentional self-harm by other specified means	
self_harm	X83.0	Intentional self-harm by crashing of aircraft	
self_harm	X83.0XXA	Intentional self-harm by crashing of aircraft, init encntr	
self_harm	X83.0XXD	Intentional self-harm by crashing of aircraft, subs encntr	
self_harm	X83.0XXS	Intentional self-harm by crashing of aircraft, sequela	
self_harm	X83.1	Intentional self-harm by electrocution	
self_harm	X83.1XXA	Intentional self-harm by electrocution, initial encounter	
self_harm	X83.1XXD	Intentional self-harm by electrocution, subsequent encounter	
self_harm	X83.1XXS	Intentional self-harm by electrocution, sequela	
self_harm	X83.2	Intentional self-harm by exposure to extremes of cold	
self_harm	X83.2XXA	Intentional self-harm by exposure to extremes of cold, init	
self_harm	X83.2XXD	Intentional self-harm by exposure to extremes of cold, subs	
self_harm	X83.2XXS	Self-harm by exposure to extremes of cold, sequela	
self_harm	X83.8	Intentional self-harm by other specified means	
self_harm	X83.8XXA	Intentional self-harm by other specified means, init encntr	
self_harm	X83.8XXD	Intentional self-harm by other specified means, subs encntr	
self_harm	X83.8XXS	Intentional self-harm by other specified means, sequela	
